id,predicted
3fa5d6357c2a3e962dc0801a2d7ef793,18
41d7fb128af7bf3b06efd58e0b4a8092,20
d9849180f66cfc3c4f76ee191bf84e8b,10
9d9adb10b465edb6adb40f735e11011a,35
0f07d6b92d23df0af4a1b9899e7c291f,20
618b746ef69789926424478be89f5eca,6
cde5c3c90f83550f0b8912c6cf9d47b0,26
0f17d9b7600baeec9dce0c0feea08df0,17
e7bf057450cfc4a1920d095016e74b58,26
8e57296aa73e5893383f1e531318fc22,59
600bd8d6984927f6be8de10ad37a95dc,28
5759d4df83deb194753be79d226f99d0,2
0f406f02405f9931cc66d5d0c1dc2845,16
d7fa4dfca56d4ace5435190d223084b8,25
bdbf28a2e3433f230e1560e0b3488985,8
67c2e2ba506236fb1af5c03a370bc41b,3
03db1c8fa7e1b10d49457fda08e49234,5
631a6f055de93ad438eb691a722b7224,16
77da67cb06f17b747fb085c8b276f7e6,11
4a4bf66419cfd22644b8145e886aade6,27
d6b8744b3741474d77fde5f4910b0330,22
4809bcad99b9c6e2c733017808e99012,28
ea519403c29820d5904a76e22ced3430,58
85413cdec277c8f15bb240204c8fb90f,30
b1084a729b77f77d281047ee5b7e2027,14
565e46d973a772c106baafcd5aa7efb0,4
faed2c6cfbc40217a11ba4ba4e7b3a0c,27
694b3cb6eeb0b71ff7a4ac4b369960b9,3
5b545d3cf2395217b6aeea8e3ad057a4,22
0924162d77948148c60617b58ea73f1b,6
8103de304c6930fa843e9802575215ef,70
5635e51bdea06a84124b5986d0093729,4
53c6b7ea498fe22324c7f4aa1a251174,7
f6616eea3debc703d89b15f1137c9f52,26
f2915c02bc25ccdb3bd23f51d2301a45,5
4250c4317a3b28405e5ff3af4802995f,29
d54248faebbf299cbcf20733af103d6b,5
4f2da732c2ed9087e9c8449d6a8e0c65,107
f26b092092bf6a7a1be9706b0956fd89,29
c1f187002dab37b781b185f36ae23eef,81
e0ea3e5c956d47a06a65bc6f283b412e,5
d421000843791ca50dab9b198b8a7c61,2
a55c97a8f31200f770763d4217e5318b,22
369f3b1215c16ee4e8447da2e8c7960b,23
e54bd3c2f9e2d7f891f209ad131ec385,20
1322e51fb183682f865e3504e2800b96,31
e051890e6daaf3343490d2d2e0ab1a3e,17
cf2774729a35a85158269627a58dfa27,3
526cb4b31347d651a0b0e5002865019b,23
6ad1e995d69ab2dd77ee274ef9df991b,5
5a2a1898199c1db82c58f83f5c5993c5,19
cd39864f6866c9ca2d9f985a70e3ccee,2
7f5e2bd9e2c782586f485f8aa603cf8a,7
2dd70dbd0996745158e29a4f1349f4d5,24
1204236e4892b1b14008b516c2239c2a,16
735f798760e2f209dff7eabbe7eac3d3,12
99c3e24a587d5f44133418b7d738bacb,26
29cd05ca1101c112e6eac08a40fd1a3c,16
c935374adb2db10ac9b8116076d31809,10
011aae8483f505156f45260636f5643c,22
d97c5b27aa84364b2f05923682f7e3d8,5
38b6832f2968b85bb407a32b418b0ed1,30
51d246c32cd814d65f3b0f2b64ae3605,43
223e76361facb85e9cc259408d3c5065,33
383354031102da85fc03ddaddf0f0ca6,6
c9298920070b88a1532e074e1fede21a,5
86833bd9f03a5a280d80789c0828487e,5
44203a8f0efd18919e79b775fb89ea9a,27
0a5ac3e136f5e74285608c911d65ab66,8
922485bd6f8bb4a47163b213ecca95bc,9
f05f55ef729e5ee932d8191557829ec8,6
b6e232b171bdfa1bb9e50b91b10bada0,19
721acd70ef28936f067abc01f187c7e4,55
efc5600e7273988924a7aef79c2a33b2,13
e22717079f66dca3e1418632b85d8781,0
619467411fab63b762f21fd31de7c54f,9
510c2e505bf736909864b452d0d50c7a,13
108af29ea1c66511248ef6be1d7b7641,26
3ebbe9fa9ab120b64024a4ef70296163,5
3c14310616ff6969f6d9a48b07056aad,3
e31c5af14531a000047a05bd4f6671ec,5
823ab5cfbab9239987fb3093fe5e5b25,2
797e4f184f98b5812d73dfe8dbac75a3,3
bbe152df9fa17b10110fc339f73eceb4,27
aa48c704ab983dcb7663ad22a0424967,24
5b419e1eaeac8677c2aef29b36c5dcb2,14
134583221a6d5b1a9bf89c3cb8223854,16
b43eed1eaddad62484bbf9e51b49bb32,8
89cd68e32b78c340032b9404da49513f,67
fae761fe8b200e8698c4bd7cb67478c7,21
e2881b6d2dd60ed891d1dc850a65068a,4
b54b869ac0b4cf4f7b4e9e717bc30e41,18
9078f638acbbda5863fc0178636b8c82,6
1eb4c3a954e9f5efe6dc08a1d2cc945e,3
f0696482e19cdb79e37e3f5d05fcbb41,28
938288450ae14879a48344448ec2b5b5,3
5cbca59d5ad801f10636b39c6e85dcac,12
6b80a6ca2317bb5e76b746833b79e6dc,3
6516e954e48f83cd4a5fd8d854237ef9,12
a747166b076854d2512617228b844bff,7
9a27957bf5abd704da9400481a6ee4e4,0
7d3646b6594b9fa35aff2f10c0045e9a,4
4f5a1e8d2edb897c1b2e7c734483b4f0,28
1af2bc443df80415bfd70e26d674cfd1,16
753e3bc2a800cf294812f5566b48e12d,13
7f16a4e1fcef1a0a2d154de46bc82035,19
04c898ee44a7108e122d07a3229021f3,8
e51fdb9f5e726c2401fa839fb4061904,10
3e4a84d24d196c3de270e41eca144517,142
375fed59a35d3db16db61e1507084d5a,19
6d6c36efcacfbe096258de6cc7ca8044,17
22aee08ece64a32487603f1724830aa6,5
aa601e45fec65c9ce8b230590ac46c02,10
f3f5ee3972c061b7769f5295933fd5fe,17
45f3d05ca814e8520dbdd292c7757a5e,11
6a8ccd858e6a0bc7267193a7db8a6a78,15
7472107eb2abc1c7267f712a9a48f771,5
ffb5d2c640a431670ce88bc734065a33,53
9101e82e49fed6593d81e6a66be049e4,15
a8121c3c1eb9ce8962a1050acc5e32b5,57
17824c1f1a4cd92c4df7ac33ea0138d1,146
a3749e2cb759c33a40890f01e649e43e,0
2f4c8254df30860cc12eba7c911a1327,25
c59a44e3f66fda2d8c371da755ef2e9d,13
62d5feedeac64999c06b6418efebfbde,19
380c960d849b1c2f68defb46a6d02344,5
8b6e014ab67fbe27d3e184d2cbc49f57,24
66f5cd89977bc93e28b10104c6d95379,3
c23f37216487b1b22d6fc651098b8995,5
0ae17fafed8aae852bb547a85db81e84,3
8274eea0f79620fe15d19db6cbbabb99,1
0c4a9957c581f0dc0bcacdd930b066a0,2
8a7593deb1d671ee7ba74227730b4457,23
3b405a153885d0984ef7c8bf1c51c41b,10
323ce59f29061f239d25fc1dfad313e9,29
67ee552a9aa524986c51af3844fbb3f8,12
a0c2e887feb75222c2de92ab92b82ea1,6
aec036b6479d3b05aa4e6bb7d92ca91d,32
ef7f60f61c43e6e983c4348e2f814c19,12
0f06a5d2aa4d094321fc89fe869650ae,7
7b131e3a5e1a6f54ba4b93199245539c,1
567951e68b81891481924075c573967a,13
c983b216870a90329851e6aecbb3d199,16
9081bbc3b62073607796b3150cfc0523,28
3f25e3fd0fbef2b00b12232e74ac0766,27
38e6e96cec13588f171f4892890c502e,65
077f2e28eebe83583b27ca904c73e3ac,7
69bae97744ab7fb721ccf353d18296a4,9
c6ac6a6a7dc0d7d0019c2a2862639f48,5
946a06c2c2e4c3933e6513cbd2faab29,2
0056290deda7b11e6af88400b7666109,24
fa075b3990c21a130665be4c2ea852f9,1
b1c576a4630332d64d9135e98bd345de,8
a1af0e750727956227e998e46e1b9499,3
5c7ec8154e95c5dd22d89ccd653eab48,19
ffc5d2672e04c7e3d4006ceed30bd44e,30
e2369205d126906eb73d2b6686802ad2,6
8c12c11d61dffd512a9968aee34a48e7,29
00329c08e0da69cabc1f9e6c717620d4,11
164b9bfe689c41a0b716455deafc2658,8
f0f042e147b7126aa91ef3841dd0cb33,31
b648bc6ef86c6a6302ddbc69f8c06852,19
aaac30abd15ef197ba6fab43d605a587,4
9e950c1d4b101aeda47a66f8e9b2593c,18
87957084f88a490f4616eaf969d893aa,6
5e72cb1db8bca33ac229e86b5f54d12e,54
8009655d0709de4b5c6a014893f847a2,24
3730155b4804176dd88a8c73032a2217,31
48c3a8977f3b8bd3299ffb22a2c51459,0
5745f916b6c0f6632b29d349a708e4e6,23
ae7b7bf32dd6342f99d3546f290f39c3,17
edc32758c1090eb1fc2b52df75434fd2,9
45467ba7c5eacc04baf4374a9ddc50da,28
3841631ca0510408efd39eed7031feea,16
765c613ca5f84e3470693bff68e28c04,7
4638744c7f722c37648d00833438a2bf,19
9a71d85c4bd475f3baf384c5da623f67,2
1dec707c64f3e2d71ad73bec55ebcff5,22
d6bca89cfd4cef0c70bd7f9f2318b655,165
df68a11db1decf6d749e11cd880cc58d,24
783af7a9c60add067a5d706600122261,5
32872244a7e3e23ec2f1e220f4b5b414,10
e7d06c352a32d3bbe81496cc3865ddf8,55
c938e7704d4d5f761f6b1fae38ebd888,4
677f4d0212a2c11759eebbb42fc9f99b,2
cbca0bca10b43d1968eb643073b46d1e,3
7a47262ec012fccba443d27bbf6d62f9,161
69c7505a3b6efff615fc630aa26b2d50,21
a1211626fc78b3b5362bdb69f8c7af23,5
9e7944bef89138cf307a9cfe8f1f7c77,2
8da16c1e89f479c94626d1bb6313cd65,12
ea26505727534e301f1c4e325b4a0f0c,11
8316d61d8d38d0f1686a54e0a6f4f6c6,28
f969f1f72827a0446d67f8c0f629bd28,4
2561102a86e567b843be22d457e73150,17
fc84e6fb2db63f05f1bf4454e0ac55a4,26
fa066761114a68052b22e10668dbf6c0,9
acddf8f5bf202aeca129b6a1d94c1cc7,58
a59fa8537eae016c15c48289fade7b69,8
a5fd26e661b253760598e4acd54aad9a,4
ae67f981400a5862050ea2aef9606d31,17
ed5509bdebba7e410776a3b07f27ebb1,4
c1365c2754aff0b4f0055a6fd86715c4,5
457c084ede99118e98721a6957b41462,5
ceff3ce1fbc3fc8ddd78ad7c60031425,15
18a327347ca471b7eff62249c36cf3e6,17
003db6ca3fcbf144ec84c37190ff8154,28
83665629939221b9736f32e8fe87952c,18
4d75f3a41c3a17ce65c1d386178d29c4,5
8fc5e123c4b6c7a1fc1a246b3e560815,2
a6e7349c1273ae3844c60957a75d7976,7
4b4b53bec6548152efaf50dbc806bb4b,19
f73fa5986815ea7ada61ea91550e98fa,0
1000c2202fc3b35485ddf03d8ef02ccd,26
c71409f65c77249477a5da3f41fb1d7b,23
6ccc6562560d13016a164d7a87297ea7,5
ab5d942be18611cca03854f70141b497,7
527dda6e9f652a99fbbfc16385a34a8d,3
2b0c609368e3a389af9d6703f821234c,19
f69cfdb5ff977d5b3abc9436bb56b41f,54
3d00e2f18083fb71c77c102804cc1be7,59
63802dd0d3de6b0c6654f9a1d4a40fe5,33
31cf787ca653d9c140e88cd97f97efd5,2
e78ec4033d52e78057187371655766d9,3
71c40a6b5106ddcd2ded1bc82cbd1e0c,2
fb3996274c72c5879a0274922f7cead8,23
09c7d1c16418039ec88245decd88c621,2
1210cbd8fe345a0d270c7e09ff6f16b5,5
a48de7ece285b88af6d51f933f0199d9,19
4579553db0a3de2b29d8da7db1963b1e,5
8653c0940d4297a951c63cb86f13d3ad,8
05cef4c431f981f1058aca6ecf5d294e,5
04492a44c512dd332f1658beeb107f42,53
912f434921769abfe8c00e81faf27f41,8
09ddd95e4725b33e455bfc729c0da522,6
34bdf69a016838430e58e616a0c92899,10
dc2d34b5e7913527a086ae612ac52f2f,23
84cb6ae2e519f6d2bb2f6a759fa3f1be,15
f9ae4d811b77737f2b1755eeba64f1b9,9
2decace7ace6a1a08c2be2f2d01debea,1
135d00cccc955971154de7362340f731,13
3fb448eb65888a5734023e0d32e86602,10
0e98b22409a3dd723d8340b80cd25f1c,24
e20dce3df5767f25587edbc6e46dfda6,10
76c60d9f6cfaeed47061a57a1e3a8ab5,12
07739cd4b2dd53b3ae0f451ae84304fb,26
f05a4dec08937f1b0165ff35a0a553cf,15
5d57dbed81226e465d6be3b9df5dc543,10
77a0139b866d59d02435f1e16b8e931a,19
19abccaf24700eb2950b2a0196059700,14
e8636a00d8631f1bdf38a76cda8fad36,5
b4f3d2da84afa0b435b5f770dc45bf32,16
8a80edc93361a82dabee3f27d95361a2,6
e5a0c2e078e8ae5010caa427d86c3d96,25
05adb09c76c28d518805560691bfedcc,10
75e2497811fc8c1cfa5b4d2d034800ad,24
12529e0e173de90d40193b3355d807b5,4
a26ff27ed69d8bc12e3455780d5c9382,24
9156d42c7e452b1a409af250c44bb4ba,7
cfe301ab1b16e4cf79f7dfc179d87e37,22
12dc2cf51e0a027b810bd8755777ed80,9
cd50e27827d78341f93d62551b0d942a,7
278a05b832bf51ca887e0521af5e44b5,12
2029c3d3b2a1b4adb1f3a6866eeac275,7
6209820eb21e4909f57bf4fb1ae18556,14
9eb2ae61a1f3604483c512658b5572f9,21
7a354ef219510d5e1465954c0e4caefc,20
fc3c13bfee5aa5723c806618dd72e5aa,42
af252d75c68ac6da6b38e3bc002dba88,24
b04afea8c24796935899efda584f3c3c,31
c7a3b76fd5f6447b1da41f7baa1d199a,2
7e0dbd453d6a7fc4c3845817e2297f47,33
23ccb9d6f684cde852a88b51b8534337,19
f3115b255f287162e05a7e2191e9b7dc,5
a9fb3aa5127af37148e773d4f5b2375f,13
94640f3426d76a8330857d9747a69d63,3
00cf364151827d055a17206ab7d5e7cd,14
a84af264c4a78455bdfae9df05b7d6eb,19
1edf33322e452f19fba9c381b620a00e,23
1d6f861cea86aa4f267196996bf8157c,13
234da6db08ffadd1ccc61820e05593bf,18
81b8c2485647bc5f0f4f64b52628498e,4
0f74fcb4a9f6b63ab0d8d64c4ad9277b,6
d76bb7de436e2f24d4b6c141873869e4,7
b1ffff0928b38f5d44c2eef01a12732f,25
bcf662e7e2202161068bb2d6d7f8cf3e,5
8e64ca3610ceafea4d414df8fc4d2cd1,6
48732018fa7b6575f9745720d9985c6b,186
a60eb230ffc9403f4fd7bbca75d0e1ac,19
93b610a768f3f0f3236f1cbaa30de17c,16
53daeaf6006757f0ec61023c312838bd,1
87fc3176dc31303a16205a2a9a54c2f9,13
05e1e57c0d0495b7cc98038f92665908,20
b4b72a75bc606bfb0c7cf6642e650a4d,15
593d036d084115b0d91289f5f11f87fc,25
c0501f0f293a7ffe64ce20e05c2a0083,0
1ab8b018165f7ddcee68d3d8efbbd1a1,7
bbcacb7320e15e7967a92ca4a7d5149d,2
e7c4e2ef78b06bdb3b1d44197d313626,21
82f60eb98fc8c6ff8f3f50fca5e047b4,0
cdd5c3e4fdf8a397e63cf0bd58601dac,8
b240e0214a1ceb81069db5876c76bea5,14
f433ba17d44196b734746e7c7c1b74af,18
e5c448f21924b6183d77368a6d8a6a15,5
e8746462f960dbf03edbc00843d70b4e,6
6ec30a558d4ae4af7f7c2e903db2ee62,32
8d95b3d10d2233b17ed0fced687d9089,7
209b2e5ec6dfd5c2d1736454d0c8c790,16
a3a3813d8948cf5af244f44176e80286,19
e40c1598628e883358406b991ae489aa,30
9da4762181c4fbbde87a94f614e45de8,25
9ab4c2ec216230249e8818f17635ab08,11
21bfe2d902a500cf52cf88fc8e225a0e,10
ee2489c6d0c9feb66581b107332a1f47,1
497b604947e2a8df0ed31392b4f3e631,4
b22bac8c46955043365915422e34c826,8
d9c74a699f2673e3021299f401a5990c,21
1dacfcf384ab791923bb00264f93fc73,1
edbed3eb6e29c491152b859215cbb803,18
271f6e4d3739148b09f67bc28bd5a305,7
ca433362d40da6a694834aaade4c7801,1
0504ae64296e1ef437a7ef3a89a237c3,22
b15fec91be18f2283eab04d2df554fae,3
a1c1d22ebe90010dc2318bcd644b7e7b,3
1a90da687263cc2a47bb9ccd0beb426b,2
4b7e9521cc3469e36574eb1f4bc56266,5
eb0ac0f616fcd38132f017aa8ce15df1,63
ef77247bd78af1c4153d2b76e9c6deba,19
6a05ac68918a759c9d69be4d0b410933,2
4f6a13dc788abd2d6b2d02ec30b5ef62,46
561fe529ffc700cf4eba0a5ac772529d,11
00fd80079c5c80d6f2e018228e2057c7,49
f8d0fb7ac1ed6fe537b47a29565adcc0,6
a539203a7912f3fe20a660c3ea518942,20
aab5c8664b77d33ee44703e6fd48a394,11
ed78e8051a7eb87255c0dfc5870ae4b2,12
43f3ddcaf404e5f180249465793141c5,25
a970af001d47b8407494bd642f974334,23
6c564dc0b012386e93a0e6c9fc930f83,15
dfd70ea66c08eb0cd1a67f7b86fe72dd,10
3339f7c8c17266f4053b8723f13db3d9,23
fe9732a318f56275603bf245dfe703b5,2
8615a0e6d123b7cfa5bb60ba4c5eea15,13
345af795a94dff78e6b66fbda1e55c46,17
65d80717c70c69e69f0714d0476aedbe,21
924094bf43ab36279b78706c77fa840b,3
22c463d3ed8efba044ffb3ea288703eb,22
82e347d1bbde01cc03585890f8580f03,26
d3480e1e18c13fa9ee0551bd6a87fb64,3
c00da08a5da59a4f0801c22419033670,2
a71f142a1c1c4ce49a0e0461278b78d4,29
80ee2655362a1f027bfafb63ba75ccd7,4
40719f4d3e981d93f55e8a990ca5caa1,16
26efc4df06edd9dbd1dc9e7692a26801,27
16bb9c34ab27c36c1cae6bed3964ebf7,9
f9b58269ee28a94551825f9d7f842684,19
00ecc910746481026ab8f5e6da0e0567,12
692fc1f46b3677766ac226aad7eb0d43,30
f1edd28c9e459bbf6e6f04de2449f242,37
6415d20aa76360656c1bcb2c52e5adfd,1
326543fbb92ec900851cd5605c9451f6,13
1ee3cbcf7a1d742960ed81797f9fbb9a,25
a5bd7fa75c6ac7e39d90696dd63e9650,57
2f7bc6803c286fb388ec6bcf1eb67370,17
1c240deb3212c98d13767e9e7a08f6f1,15
5500d122c84106c5a603a9c889558110,7
6acf734fc0a04bad82a0637f6dcc73ec,5
f6449e6c5370fa224acfe91920fd8128,5
4cf96bc56747caee84be6d1937751424,43
40da51c0a2ab6fea578a9462aebf6b71,23
20dcb690acbcb577f41da08fa33629cb,11
84160b376538c7241a29359a61e6c51c,67
5dfa05717ac4cf788f2e783d1bb06ab7,2
0e7eb37b4dbeeb9ed202e87fc8e6bed8,6
4f8df2e489bb16d034cba3861a4c85f5,18
8217eedcf28d69ae2880264acbbe4f0a,12
85ab291d26ba20a2bc18fc3583c1a3d7,2
bb7ff6914cd9bb2da269841a421b6c02,6
9d0bc092cfeb5e3edb72d6f9345aa712,7
f33fddca472e1b21b00494e8efd56688,18
c6e000494df6dde9b1a7ad601cf1e079,28
0d371ee68cb4dc5ffc039825637f9992,5
15acdd3b85debe85275a3ab041dee38c,13
09935f6c17bcd4a184a9d5e05ceba331,23
786eb2b44958620e6e6e898a57f2b98d,2
010c5cada96fd0553c3a19821bf15698,26
17f3670836b3c89641c8b5fdfc758331,19
3d0c7494d373c2f2b5dee8a44f5d4e6f,12
521edab2bca3cde2c96dc78fd4269c56,2
307499c1d318be85971d52aaf0f9c3d9,2
82ea85f70bccd71d3309f302957d2fe7,0
3c77202964b241584ba0821cb1d07fda,23
281a52c021933c6acca5879d4830ac13,3
2971c99fe519f27828b937a5aecbb90e,19
b8893a980f41c0bd9ec81a328eda8332,12
b157c9593ff7dc16ca1367131ff278a6,59
1b652696b57cda7f0cbdbdcb6772d6e8,18
7cfad3e7e3c13830db1deee6ca473142,6
a1ad381f722f029107cc209508cff81d,13
1c9365c39d40d2383593f5ca970db44a,23
dcaae95968231127f11a7b2c43530664,4
b7fc8e9a3572396c9d156be6809ad712,2
e22ad1d3573b10ab10f4f0e4b2d2fea9,20
f9e6a6fd50fcf159a0a925559b786bac,0
2437990ec92c8254f995815c75817226,27
0f568a2c81378f25594847287396e2cb,4
2b0bf278c1830347cfd12955e0bf463b,54
d32f3c78598b5f7074933bab63cc2f88,10
0b29ef48f950602ca5b844d6d05d3552,5
18570425e8b4d672c34dd8e90c94b497,20
9f84c6c732dae90ea5e2108dd7bd576d,17
c66588a0cb4fe0fb3007b5d839439c2a,28
c4c588d90a326f561045052fc3d2044f,31
b0bf7a19616d4352274fdf5c571bcaa4,56
8945cd97401a58baa7696080cd7f434d,5
210afa09f4d0e62ee690098b8b66c58b,15
bff527c3a88cb36c0bcfcf0597c3ed97,27
0a05612dce2e7fa52a8bbc1126a89f20,25
135f6aa3c663881da8915e11d6194d6b,15
f97a57ccbf1eae5e742964c80ec47a57,14
67a7502166379010c4d208ffdecf16a8,8
90524021059a1a4e3c9f0b33f240d260,15
d4a09cc663468a2082bfb37bc2a48c41,26
ed0d340efe9944895b6142ce6e66fcdc,12
d4f4741ce9d12c174c2c04424d986871,7
e6e951faa7b57e8e5ce55828b8ca8b18,23
f11d6f29cfe3d5ae772fa66c1c5a8208,4
a6d0138646d261f16ce5d12174d39a44,5
0230cc51ddc3f569155986e435c7b0db,29
b4903cd99dde2dc6569142bcc8dcd6a8,34
a4bff400a07c2d4e08ddca7bb2f861cd,2
8bda5671170e5731107cf48ab0ed7827,17
14ee66aa18aa4b430066fb2eafdf121a,22
2eb4cf9a3b1bad9b1d37a580eb3c387e,5
58f7a41a3d0346dfe2261b19f467eda7,24
8ae8c5c14316fdde4d4b2a7c23d00394,3
57a1cf41e301fe4dc47fe9d9203ae06f,29
1d2dff701392003c87c3ebd8e21eaf96,103
733334407668e883381bf2e13bb5fb8e,7
1f9d3bfd20c98cc32516a98019d513e8,6
fcec101443b30509154ab8370a7043e6,5
8801179e88aa066902a6736c26c9e83d,12
10d367f131f471e3e58e4fab1f6aab6a,1
2db70cacfe58a0ce3e8d81070f56e4a9,4
2f3000cd8710218f8add772bc8928cd6,15
1a549ef6e286f902f08d0448d588df49,15
0e1d546f6e74541b8a0cb8e7cdb223f1,28
86f06607b1a6319d632a25df5b0c22e7,55
683f0c8a38192b921d2f0b7cf80006ff,21
d2cf13961fffda64e49966da0ed9d3e2,7
160787bc4b6404b5744526334e7ac8c0,2
9101bc3a39cac9b61d153f6cade855d0,25
631185dc91b8dbbfad1a5e4fba230956,7
f6961800489db5643d6b637f4a96f933,26
e7de391bdd38deb65f2aa038ff0dbad4,5
ea44b3869bb1eadd28fbd74ec37f44c4,21
0cc6415e732107e7df5913e8c927fffa,22
f83eb68182af8612013e0e9b1015a4aa,53
5267618688304d7bc409a45ba07277c8,6
1c7fddeefa8f7f0342527b8b373075f0,10
81150c61ca24fbfc9422c9c419c9b844,72
702fb838bbebf79bc9fe3cf7f88078cb,56
ce31c0ea97d39c0b4e70f84a446e1602,4
e07da420c3a68f168ae1cef083df2e27,22
a9d327ea797627a1aaea36d1cb266c2f,17
d4058140957cb48b31bc402295df6662,4
5c25b0bff2f8a6b81ccf137bfb408465,100
87004f5b744fd8b38a96de4cba595ee8,7
3e9b3858e75a1fe71cf89ab35cae9b02,27
cdb397b4c8d6c3fa26d4c899f60e739e,25
b1f6c05d3f4c4abb5d258c06eaa1e5ce,8
c8d2f444dfa8b0c0cdc3368c98464ed6,28
8c635bad36a556de7686ab115531fa09,4
7148435078466e36014538446e580fb1,0
20ff7c37bbef22b1b14f8e024443e4cb,18
8412b9ba5c181c8a572be43f63bb4bf2,24
84caee403073e2a0ea5665b4d2b91b5d,6
33785f10c3b14d7310380fa4d553c225,22
dbdb65559d640f8000d7b43c95210fc1,79
cec73e62bb8ed95fce7efaf09cac5604,21
d96b92d751a3a2ecbfe88da3a588a092,26
17f07a56efb58dffc14b891985d69526,19
14f8c01768b253474ca81297d18eef1c,15
223bf1b7d5203a13188025112d68fab3,26
58ce644c3588420a4ffa40fbf78fe4f5,5
51993042294d7d00046e5cbabc143fe3,2
cb4308879dd185eaa9efe88ebb3ff2e3,10
7f9a3badfdf549b38ecdca16c9ac1cb9,17
b54164579e7a67695fa37f7b0fe9cb1e,6
f9e083fcc6391ab226cfde7b8c6f3258,16
ed86aa7fcf938abf53f38847fc1a49b1,6
0f91fbf2aa42c95a2dbe6ab89b607e90,13
da72acf495f35b5d7f8e35febba4fe27,55
8584e838a56e395e093abee6c35808ff,61
d6d1305514761bf7abf1c81af9f81140,11
13f26e59046ae79d38cedf378d0bec4f,15
cf9d483ffa6083401d0bc79eea6836dd,25
90160595a52eb0678f6e814953aabdba,22
adfbc1ac6fedb76bc5b391334422333d,1
