id,predicted
458e0d21fd8c803b035fa846b2fe6e57,23
acf1bdc095feaecabe34a02efb6ff7f5,60
2e8b913ecf9256376ca4da85ff610ea3,25
58ab612326b42c0fffd7048461e767b3,6
ce79b9cec416bc228f69dacc2de5db53,7
03c4103f40518e9d7715863b5b4f1e6c,12
0261682c2fc633a9da04e25825f59aba,2
3d2a2daebfe6d32e400297a519554ca5,26
1099a96f9ea04b915d108cfa07a0a5d5,10
717fd4feaf4b94f6d9ed5a8e296ab701,5
fa242eef540243e0deb6bb10fd1ea8d0,1
d70b3b5b43253ab5bb149bf96a7afc1d,5
a97d56a06328b53d9593c905453b4d01,80
099950977889ff73a34a832c424c43d7,23
bb8f32ed417a1ea80e16f8b1697d2a3f,1
394578db93d9426a995c2fd2e57ae422,16
0e3bc726105b7a0c47c7ea9be5cb9891,10
5cab85f3ecafe0522b86bbcebad0387f,11
efff5e030c83ebe1e82808495a0153df,2
aee77ba9b94da62863c06e904a5a4c9c,54
78d47df2d7cc3a07c48e189d4620e5f5,26
822aacd84ff8e7df424ab27d0cba9ea2,7
11a0ac80371c90930e517cb4ff61ead2,5
01f9361e37e813552db87f00d7932ec0,16
29182ec651918652c2053f02214e4233,26
40daadefe9c889f6579b6bb74515ddb1,27
15c58f18755e145f403624e6cdb1dcbe,9
4f98f5f34e6ff1c989c0114bc4b77e00,41
ac565ca23f8e59184a1525fce0c4d376,7
654ed7c07c55f5722dd822d1c97d1688,2
5be3cdb3e41af947cba18385b750a51b,23
13820b283cda83fd544eda3275ce1836,25
3b599f5b5b17d0175c6a9d31bdb10cbd,23
507bd53ce3501fd1a2b12ed0db29ca51,1
46a1779a1bc3dcadb2ef82e5818cb110,22
5235b8b26d560bee65c610cdd5549d9b,15
41e772d4b01f55dba8488ec50c7aa5b1,28
168925e59ec459e948877c7e6293ea56,4
f252fdf1eb2afde7ce704ed99d6c700b,20
7879b08416b6168e69e84c5ac96edabf,6
2aaa99e9d7e6b71a7410e1159452ce29,8
7640d900178c0dab74f51cd0848ddd57,7
e45b810c99216d7089ca85ba4b593985,21
1817c8295a3b24096ee3b51a37a1b65e,29
506de4a8dc4e4c71e220d16058d65c9a,7
d5c073bb211732ea08da8c423c82e6a0,10
15d3ea5d2749aa22773d4efd256a050c,6
7e23b238dcc1292e19a791764ac4e0b2,17
dc1f016d43a2654ef363426e0d461bbd,11
7739cfd32a1a0f34d441a9f6c2eb0b4e,13
6cf3efa8fef7bec9861ba177614d2315,3
4194fd36a802dd5122ab10eeadd5a893,18
94da69d156eebfb0dfdac84dc6598e96,25
a43820dfa8990e85288c6ca97126f8e8,7
9e42696ceafc9df54254f1b7835650c2,21
bbd359e6e28c950a6633628788e39ea3,6
7edca38d97b2f225e8143346740e73e1,11
5a7810b04c677f423635f82718a0ffe4,26
e2cd48b1b42cdb17e75e4726ee30c8c3,21
fd03445e2cf1374d44089c54bdb6bf35,6
12d6080fc75610a90711da5b0d65b30e,5
a7478d577f38671ab0fc11599e68940c,10
972b98ba1f281d2e80c55278d4fd6e7a,8
d95970baeeefffadfdde140e21f30570,16
7d5f7b2c5da7e897f8d4511ad6eead8d,12
fdcf171b1e7bd0bb0893df3106464d53,13
a1f88b239a60e85256d65558db1dac40,13
67b24bb8841bf6815d34f7c8e2e4534c,5
a44618682d86bce423b514a348116fcc,47
8f2469515fd7cfd37a77a57d8695ecbd,20
8e0dc52dc2993be530aca6cd88950175,2
14e0892ea89694cf20db079ec80e7cb2,22
2cad3d4ac328be00fd592a965d40a2dc,9
345cc707c8307006eeffd600637c5b76,41
f4c11ddbd1a9b2c1dc2d47fe06ca9c45,1
ec917ba3b8bc097b8a7a7f993b396314,12
206c726d07f63198216b8d85ba8c316b,19
013dc7badffe464af8a28346015ab251,1
87be45fd95b129b262d3bbf86094b065,54
5c617cde3fc1a8b31963da622af784eb,11
661160917ac73d16a1c85cc645bde483,7
39c5ef72db1ef120f071bf58ffd55b6d,62
ece0d9b7063104ef45003b445332c1d5,30
80457b416252289a5940732dbb993dd4,1
38552f5177e19a17e670e26e861773e0,22
23375016978633e59eb63daba74ec3e9,53
eeedf15646e549feb5aad9749bc1b2dc,74
c49f0e5b4a6637193a64d932ba8f5329,11
837ce8f32f85f88f54646ad49c8477b3,29
bf6cc2395d1dd3177dd10bf1dcba4035,14
06a3bda21dedf278c47dadccec59e521,17
d8245d24d5aedc76d2774e81d0852744,10
65e51d9038591ea0b7725179bb36aa91,5
8096b722735872691ed59afe66184087,7
c37391633400865a8c4c729e95fed53d,7
a44b273fa34c0d22d587d659f5ce2b7e,13
d651a06270423322ae051c337670c574,23
eb663228bdc3779df3c32fdf192d5967,19
3608d7fff0d475aa14a24f6820e758ec,3
86165f845d5ad4aec2282ad158bc3d48,12
53c8acb2865c40739282c87a6b5a1c1b,0
0d499a59bb6361340042fd785d09041a,37
772a6ba17af599ff30b91530801832f1,3
141a02df27c1f38613a7d975ac3c2283,18
b109577b30c44c837bf0b09599f6ab99,2
0a6bccc733dd4cb5dadf63b24a5b505f,2
5d96d3e67ecd06e277e959f9bcf404d2,18
384db498b1d28c2410f5ac77150c2869,37
45b57bab8efc4f1b2c9cadc3c46f18e2,2
17049feb586cf7317320021b66c4230b,28
67b62a0a786fe17d6bd7db1b255e293d,2
73f709447ee7aa24d404ddef9a17df82,12
d21eaaf18b3500d6575637d222e6c8ca,23
cb6e69c637ce2ca79858757912fb6681,18
385920c585217932ff519d48e0e1dcde,1
543f55572f2801cb399a3574fbc7d857,7
2174063dd26640dee2dd3cb036f8544d,4
b635f2fefdecd3b5673343377dbf89b9,6
3a1a614a383a2931df8ab1bb513e7c08,6
de45be981696dfb97e720fcd3f59b296,2
4ba095cb6f15e073118c4cf261c2371d,15
719364d451b0ca7949602dc7f4a25be4,30
fcd28c4d0c212566556ca504031e8f9a,13
e1749d8f837756a7b3afe9032ff2dc2f,19
bdc5ebf9d7e1ff201abcde7beab93428,3
00adfe98f8f1e6abf5a96598430defd7,0
76bd3d2a650c78bc8fbdc890e5c6164b,5
e597abceb5e7e76792b1a20ac939def6,15
656626ecb909b52a6bdd7421309c3f09,26
1214670af7bbad5db34a55daa99d464d,24
486cd5af7cbbc872d5d157a24544e9e0,33
696bde007d3311e826c9fde46fd528fc,21
d4506fc365f55862a031dac9908ef246,9
fb898bf455205a9be159f0716954005e,3
a6ba036737a39c2194eeb59cf11e6f15,9
ec0bead1de100366571da3f0e74b25f9,53
73a034d814b39d670deb8b6fff6e4d7d,15
606ccb37ba2e4bbad2658db81aea2221,8
efe956e3f391b47c58e0e2b8d6fb156f,17
3ce5f01145ca45f382cd937bce3c1d28,22
772c38121b5234d5a131cae961293f3b,53
72aef0da12526a196bb62e5c54d65467,2
2b75223261704482cbd9deff80d9ecb6,33
c4dc715e021c41fa0d1c50abea651da6,5
14be4e99b05482ee8ccff6c665e9fd74,26
37c4313a6f89a96a2f2178ec33438da4,18
680291f277e420562b28d98c6e83447b,10
da0a22d1a3ee8e7f66bcad8847e42723,22
210e62ea53ea0b633eccac0d8e217232,1
e86f375a21771e7f2c8e617376907a4f,12
0044fea731a14d12d6cb20e35ca1b0a4,6
77e77710302faea3068843cedcb2d705,0
1c715e8475e56f8b36b5c5a259f062af,47
9879d409d53ab6a3ccfc302058b248f4,25
2d725f9fa038b95db5c4e8a063b67a50,22
358cfaad3d347e64d08aee2363f37efe,85
c8c0167f5c5c58d0e4b485b0e08d2085,59
40ae97ff186268050c9595d3d0587a12,26
e9831e6fa6690c69e5f6c3c69357b203,3
81640d63f916907a09fccf48d397d44e,0
13422bf122b7c05fc5a6ecda52b8a0d1,10
6073f23fb337740447478eb680bcf27e,12
4530bb779e506f0702921ad8e51194be,22
7c20a39bd5b81c2045ce03d8bffa8a5e,15
6db9ee439bd8618d7e355dae22025501,61
a516e33b3a4ffb4a6d17107873e3259b,26
6f4d165b40fc19daf985f84cf2ccf155,10
e71157cffa42ebde20a506b8e4ca9d54,184
2823ab89e365f3ba15b1790392c76c55,19
fab8129afca7b95e487cd5315ab3fb2b,1
fd6b4d4c7116efe66e5ef4d94a187571,22
9833604f916af910dbf2dd549e291906,8
ea9697ab0b0ba00aa4c5707b91233e87,6
a8d7f22f44a3d8ce223343aa0676fd7d,5
13269ecf73c854d3693920be2441c89f,2
e10172e749869490025fd47f3eee92d7,19
e5831e3d5663a90814147534d976f3bb,13
4729a54e3b37e914f9604e3fe1858a51,3
bd613ed14f19c71c25008ad5d4e5c801,16
2354b891966036ec5a06570a5690e907,21
8e3df6d1d3903b51b15ca77c2186dfb2,27
950222832012f02e8acecdfcb063517c,14
7db50373f7d8f8f321d2d4923ac727c9,28
d27e3d7639ff0b111830eb5c4dd74d99,0
c4a70ace4c1ac006adbd3c4ad9f5b2cc,3
1e892a3429bda6df651ef6cd58709dee,16
660df898dceb62c0d6264d357155252e,22
e47804de2c48a9dbc249433ec0cd1d15,3
81df12514ab7a0e87e944e01c1c725fe,15
c43a12f8ab9d598cec3c7a0509994aae,48
567b2c096dea42242eb419e5be4b924c,22
fb47d17a10c4977e46135665265dec04,0
b713e36bd886195d938b100c73648ced,9
00c11635b4a5923a2955b27351d6eea5,6
fda97c49c264f8b05efb1332c7d707b7,23
67bf08d154ccbdf3f4c3e0aa62bf5b3b,10
c355fcb0ff491887ab63a5c03be49c84,15
4d84b67e3637f84982b14c711b7cf7ac,2
363ed897d9bafcd0a798e1b01d687b5f,5
38e03c4e9eabdcfe9dec4460a45ecff1,5
6204872ffd32f013eeae207419d3f034,3
8388c14c951d37d8e861492e22a32ad1,20
e51d1f2802521ee898682bdf93a733d9,5
e9bda13524e191dee550c66d1d2469e7,23
a4ffde31aec9a04a5a0a2fb419a8359f,7
43a9eeefaef4380ec12bea45e1627d19,10
38116e016d5c6baf697feee0c72a8988,2
44cb0a1304adc4382cc4192c4394e591,45
18fc30f09d58ca5407b33b5e4df6debb,6
fe3b9a9c64f900fbdcc158a900328608,26
bfdf66a2a36f9badff78595d4839558a,9
8269bdf6a4b9ab58856e9b2310241329,8
d37fd0008a775cd30112c381b0562b06,54
8731cbd8755ab8ec0c5c5a79a043f517,29
dd7a6dc7a25c6df37e5eb4b714c8dda2,8
10328b87fffbfc75e918a83fc846b14b,6
34c413d78f88b3dba9392f75dc9ea1ae,55
b33ef3446285db7af3c87f356110cc72,18
714db7a97ec8a3b1cdefbeddbdc26aff,2
083755b09c9a8f74d4e1c66d72d1a087,12
714b7a013ecaf6b42eab9a8ee0f8d474,17
b19c889c6786bedb3f44edce6db98c98,15
9d52f9ff46e157fd2db7c1e3f869c3f1,7
7e678d20b89b97c3f66fc07d11b9d6a6,10
4ad9d25c5ef73ccd6db34da03b486c68,2
116c55ba6c8e521acd644354e5828253,15
1494cb6a9181b988670c24a60833ea00,14
404d72da4e27ab2836136bc986506647,15
7f088eb19112d30e41b3f7f178d28bea,9
1d2f03cc65459096206e376142d91f1c,24
2b2ce4ae5887136637d5c71ae44ec911,22
690741b8e2d9e12ba4a1ff4606403bf0,10
d14ead6cf08f87ec887ef18ef456bc31,11
fc9c472b61591c12d033396f3650f3b0,0
72211a377dbc4b470182f292ec53a317,10
e0a7c1408075572aa42f5355878b8412,4
362504b1caed03e1a9b7f8761c3f13d0,12
67e305187ad81d2319b8c9e006bdf803,7
c81d81174b8b1c9e28429258bd074d6a,7
1c6fbabee5fc5d877770e706dbbffef7,5
5a5144c299a51fe3a4990b35f9aacd2a,7
8040b75d003550cc2bd4970823a30ecf,6
f89129237187332dc961b9984e336891,32
0ddb49c178c154203356ec0ade26af4c,28
a83c00fcbfb34ad4f7b4d5553221b2f1,30
23f81d480d4eee9a84435a45bed79582,26
60863fcf8777469f94f3376433de452c,9
bcd4925dc9add8e54bf63454e5e3933e,15
0c29a7b2a87b3b3df16747890de7fa9b,10
2134dffb38d046fa9795022e77b59d3e,23
57071b06f702ef15cd6467916bf13646,19
28f3a41ee8ec0f7d6a7a58fda29a525a,6
15afe5ff800eee6f9abfbb8947e52ca7,3
60ab6c522591c2a4df4e75221d2aa218,0
423a772511e26fb6830adea8ad91fc36,10
f7a48e98235153e545fab39f9f81c08b,5
9040a7c62e10638efa925b28a6ca8c48,23
74e1046028e1923457fe3477bbd6ee01,6
411df92da7ba6ba16f7855536dfef66d,19
95080791b855c7a9c015b8cfc0bd7d35,57
22ecd474a4eae59996672d803d0abd51,3
55b8ab64254afba9a0b3d9ec3fa7f414,29
d8bb270a31e55114d3a4374ceb6f358d,6
133543466bc460a4de58c499eb0e538c,8
f5afb0a304410c91fad99ae43650af6b,2
b4c561e4ac67e550c970e9e63dfc950d,22
745af449ea98281c1ddfb1261000e2b3,2
31eeadf8f5c3222e4c03de8ff99fe25e,7
0030cbde7ebf96cb48653e522c5552ce,27
540f0f1366c500160d91b7fd57c8e804,2
436aab92b5f3581d09bcb5e25f2a927c,61
f4afe0f3be5e4bc9ac20f0193495b6c7,13
24c5d2e3a420679576fa1443639ba44d,10
b2d1126cf534f69e68aebe0ae78c4276,5
3eda39f31d7f16ea307ca871c3dba933,23
73eda82983cdd1692401974b6da5819b,20
7590362d419794c001aa11b2e26f09be,5
f6b4c64439a6d3e1190c1f9dc4e952c4,1
1b1b589d820f89acaedd54acf1808093,49
4459bac2bc078130bbd1c1c56d8b0485,22
2c7829aeaef0cf2f3cc4f82fc5c050b2,41
c8081b44123f577fc7c82869120ae7a0,14
4ebd83c37e3ca3c94bd11c19aa790219,1
fbb8f368e9897f4a1862ea5dfe3f897e,8
051533e4c80dfda53d03db6bc26b6adf,8
2f578b8dfe166d232d2d46ca915f33be,3
949cab9373b087f2d71413d94b35d9c2,13
e9f94fdb7916884fa3a00d4d8ec9c252,26
44c3e5c90de99047e6c8b80021efeeef,7
c0a693bf034d00ab21241929d811d477,8
76131782a4207ed572287663ab1d9b66,21
081588b88214fe52930d6a4f0aa12e12,18
47273d88de9832af1f7d10f7f25c3b74,1
5d34ab7192f82f78c74845034f9240e3,11
61cd6816e65bbaa2d01aaa17e648b4fb,29
f1ff90bab990a2753dd4c9721a82d77a,25
31507fedcf6a6a7f287c7f75345a8e11,6
15d513cb8fc4bdd4de6c20f8bcef3306,27
701636fa780c31a86c06632ecbde1edb,20
f16e301c146ced2724e2c673ba5525e7,6
401e358053a68e2fa542f40a902411d6,0
a4fc0fe8dbae14ea95e6d8f829cf8bc2,17
d1b69ee800f254c2c45939cbaf2444f3,7
c24558cda32879cb177223ea4d729835,2
92538b7da4d34e7c6a77d59b4d1e9fc9,24
7fc33760deba38aa892233d5181d616b,17
8b40c83b3a2505a3afd5c3438ef8b209,20
97f1721fc5cd9b239c077eaa604b5954,29
59aafc4b67febcbb2cec0c791d219d84,36
5b40d2738a42c761df8f5f3e96599efc,7
e83667a3b6660c07dd22602ceb08e3f4,39
63247019fab6b54fea2d7edeba864f06,14
f25a64863c2c445d1959a62ab0cd0a2d,11
c30396e8e55a1705f1ff69b92b4e3d81,4
636c12683456cbb31a3daeb85c93607d,4
1a847b15f527b7ba1c5e359fbad32dcb,14
66f9f3fee588c3052b7be14442f585d8,13
affe52df80d8c72342c7cf8783ef6510,16
3b27d57991768d4fae2b1feed0b8471c,2
1f7e63fe76d6e7f0b5383e9fd89c3609,21
694d3f1b5384173d538f42c42b0c7fbf,5
659c2f23c07b77695885dae85b08a7b5,23
b535c92a65cedc0517f804e74fe58443,3
cabf0fcfa326f44d5f9dba01517ad854,16
d011217a3859ae5e0dc01c963e92bf7a,21
9d76bfbc37b11e69406d258129066608,3
3e97eacff095718ce396d6f22d893bec,2
fc7b93e56afe8c96a487547bdda3c6d5,12
75715e9eae7cb6dd0d4af961ec952c93,13
38da3576238eee047ca64b0e51f67174,16
625539219fd0aba8f41f5e9a4371f9c3,20
c563584770a0d88c21a03af5bbbb3681,7
400a1eb8b7e3a587f2035d3ecbb26178,2
37758e6ab5795df6b72684c796d51218,2
0eae0366de2fc68480b23124ce6ddcbe,106
a390c4bd3d7376bbe8434697aee2a8bd,15
e7b0a0eb6ad5f800cc8be81b10d52374,15
5c3901ca83a4814b4b3f4e2b873435f4,29
612ae278e848d8dce2ee7c0c3fc00e16,3
bf5c9df286ea2745f980fd84545244a7,49
14795121c82a7c5139a93344126afe93,9
0e9fad722b88c3b3e538d9bde90bec71,28
88d136bd6de05bc6001bfd0c04e9b223,0
f61d069e325c87f4ba73d073bf60917d,9
8520a71382e7d279a472f52ad0c02d23,60
055d0ac68d9713fdd99fb41d90965c9d,21
15bece918de54e459922e4a403c9f9ed,13
1b5be6f660596a189e426bbfcc928348,5
c1603d8ed53208ab2b12790bac55b0b3,40
02733d127e78de4f728f7ab4bbd26d9f,17
37f02a87509b3c503ff33d966cf5933b,11
84678b3790d243665c928afd71cca7b2,3
b6270990655f4862cb7aac96b926c52e,24
376be90ffa88f4bc88e1faba4327c954,2
fd0de9756e6f213802cf3a21f569ec4f,51
a79241c4b3ccd99257997ceb5d3e16a2,1
75dc1458741f6e8160e5849d8777737e,5
6a6507578b0dd773c4ec05386587800d,11
450f53768136e09877a00d628b11a79a,21
8c68433549bcd915dd1bd0f86aeaa915,14
bce401839a5a4c82099b234ebdf1e14c,21
320b368f5f5d8c201739fbf34158157a,10
870e5bea2f11cb373ad7a66c36b12fa2,14
2bb6893680e5859840e218d3f34e2aad,24
61ac2226e1c9f8bd80423fbac726c018,2
e0795596ca7fe6f6868e5791cddd2a5f,61
76a6bc20002ff1ea6d8721e34874d903,41
06eee8659e19a0890ec5f86be98b526a,5
134c56677239ac26097e36ca65811a8a,12
018256bc7259b5824627bc72886251c4,4
44bf96f698cec2722004897e72d0820f,8
bb5b8ec48c78c5b84bb4b52377e67827,31
ab0dad86265bbd53b9f54cb41b4f010c,16
5eb56a44a2426d7802f9fc319d36d946,6
099cd54d7e74397fc18514f21921e903,1
0106232fa79db9767b9c2448d98cb32e,7
d686738b7fa3efb9e0d9194b575bd959,14
d711f4fd85458ccc598f2c9b2c0af0b4,30
bfd8037b24c26d7d5feaedbf9c6cfe68,0
945fcd0dcad58a8be446cca09e77a705,18
47d561b987f8edd099c2629daebcf48a,33
254c6892a1f61b2ca568b36b9871b506,18
1b3ffb807c110901673fec91f55ecf01,4
eeb0bbb015f4ecce4d3b349af107d731,4
f061a1c3a138d5f73a7444f5ee83b7bf,8
fa0fc479707c4a09639d16e0b71ba60e,15
a669a9809d1e8c325feb273ad36fbd51,23
1b4ba95c4b4862ce3e10f1e4339b8b30,24
a567ab21f28a234b047308b598d7aa64,10
836110c22d00e16c2d2aaebf6aebeb9d,19
59ad936195246cd82d218001cfa69d9e,15
c34cd1fa0fcc2f770f3beef4431e3bea,11
3714ab63a7913fbcec79b4cfb6ec9d13,51
7e6d0d1584c4dcecaf488072a153e7a6,4
c5046c27afe5f52b236613418af862b3,27
2f5f2f5f581ac7430e456f3fd2554f14,42
040a124b655024c826a936aafea97f2e,6
3bb68c340c0208cee4629663efe916d0,17
127169a4b35b93f094c8f949bc472c60,7
cc9ef6e13b0a44ddd34798d6d7af297d,6
ba55669cd303ec4ed46180e26e0a2d1c,24
f58d0e8823e445f73ad2cd7b8d144444,19
524c4c50a0d38cc62a79d8ef8d3a83e0,2
ec3c54bfec05627b0bf7114c5e55e3a3,5
c4b4cd3187c50376c628579c076679a9,25
64c6e3888c637b3f5295f4514b10fa8f,15
d0775243d85846d3accd5e0baf9374e3,26
ae2d5d61acfbbc78d68abdfb33cbd059,21
ce5eb8e47a5b9d32bbb9405bd566ec09,7
7e720f05d251c1e4a8ed55bb9b50e5c7,7
58949cce7d3e817b77a35ab44d29ab46,1
4127e804ac3cd7059934867497bfd9d9,13
a13d60e088edcc0a5b8eee3141d66394,19
8e6f6db73d5bcdf8bd6f38a65ce00d2c,14
27d0148b2722709510ec423d6eee6e6f,26
d56ae4d20753cb4d6a4777d5c21de261,86
99d3a537e87143b2e012151d04b9d9a1,4
2fce66cb857028fc0bfb5fe0c82cad9f,60
a05e329fc2720b7b39b54a931a821342,3
1b1497c728682c310b18df8664cd7b5d,13
c84871b1e84b830cfd1b75f90febac64,10
c7163cc9c8ab00da42f257dde12f19e1,28
eb970b29fa08ca0167b332769c67e572,1
6f04bd5ed9bbc6ed769d78871c798525,2
1dd928b39e73691bd98b92f190e1b7fd,10
644e0602dabf21144019fe7354290f73,22
bd30dc829087297ec5b830568a472eda,15
37554d70344ea2afb959dc64a060cf84,6
cac29c060d9ceedf82fe63bfca3c09fa,9
fe525b0c2a79c6217442bd0a1e62aceb,6
b4657e02ae3f2eaf7fbd1355043385b5,11
5906cb5c7a2997c0c8ae43946329e685,11
7e09e77ce7184e692dc1edd5ade106ca,22
e3798ac787ae5b6b92bdea0daca7c01b,0
56dcb6ac3a7d35c2db0a1227a5fe8e5b,2
dd132f7d5f36ea6d3d1b54d8a2bca409,19
c98aaee08a8b6d22bc50e5626d61ffac,30
85c3f6b6671ce966caa84f74b46e987f,13
fe0e90fb163cf2fcb6441e29727a6531,7
b4b582f3a20eb36475e9aca583e14bca,18
8ad9bef043441096afe59a1b151b850b,1
ec39b7bf4fae5a5333a397e2de9948d3,23
5def84e741cef81c4297247c4ddb2c49,5
1f8aaaed4ed99ef7cca0fb2664f25c37,0
68de2947d59b221b3d49e2c5b1817f47,22
f230fdacc4cc289057a8583422122e88,4
1ff1f9380b682d593f329a8ec5264a6a,43
b442da180f224b0a0d8562737607b4f4,10
6697982f4387f038bdce4874d882aceb,20
4fe2d725016c6d9543bad441a7d51014,10
f97cebc3356e6b5f38512eb589244bf5,2
a2d899cf8ec9b5a2744fb8686fcf3e29,4
a301248ae704539193a82d66e0a9c6f8,22
72d8fa25206ec298c475a18187f4cee1,4
cbab1bea94716e03f57855f68926d348,7
6b33dd824446a3d3ee77bd01408ed3c9,59
5a881e53ac6b0e4acd85f9005b6d30ce,9
8ef9dcf7876a379cc0c071c6cbf34b87,29
c1c2e51562a9221c507ea8be08d2e183,114
698a5c628052e1a889ea77a5cd549879,39
9462df59ffb1767eb3d70ef58ea281fe,9
6cfb1577c3cf398072bab46ac6df38d2,1
733a4fec067b72ef388f36c24a08eb3e,10
979afc696dfdf5ac0c811ebb521f1e71,0
d889430c1f815793992d72c33469734a,21
f7dea72d71aab5e5d2ea99dedabbfe4d,102
8020f86cbe34197c97939c778d94746d,18
90c84027b8d03fa087dd5b9e641ba3fc,28
00bdc7546131db72333c3e0ac9cf5478,3
e013f3dc3085730ac02e25cdc3fb9295,19
d2db1ad63007511020d16b7b79b516e1,13
1d364a703f6e360d9f2424ef519699f9,8
cd41a841393c6f98946c7fc040562431,11
c5663d9c15c15e57438f4376278a9986,59
1fc9164127a8ce5dbbfbcbcdbdaeafca,74
f1338ba5fe82dd4b83906333813b950a,31
010092130f7143e7c49dbf71dd260480,4
d1ed765690a8d9f7e5c476f7e6a280af,26
bb2e1a8cc65fbd380db07167fff4620d,5
7811447b5b41e34deeea24c75376076e,24
582ad35cd52a6dd9d129da7e0772d169,3
0fefe5c5dceadd918825f4211f9af33b,2
81258e95313ffe72f2be0979112c7939,17
461c49dfcd2d5563ea65ec22c3a48a2d,25
506de5df651fcadce89a406cebcd3647,16
bc0e772236cb689122b5dbfde911ad8d,21
308860633f9c4099a01ed7301667a585,24
6258d8cbaff88f28b3e274c96b49e61c,4
d3a07d6a21cc21e8f996bd6ec7931327,1
aa10c51fb91413093047b750aa88381f,13
ca72742dcc57ad8f3bd21543a574956f,19
4800117c90922652c70386f58dcd2031,12
2f7259d5d3434d1bab65c5910765f64f,3
6efb479a3b8c9bde3e3d9de70580a7f6,16
8df4ccd3aca6ea2359693d6639f44cbf,1
61aadde5027513375068cf30ea9a3664,23
56702a45fc871d1f51e920cbaf98a21b,27
18703756253b4bf9c31c99ae6ea08107,14
8ab74cffea9bec496b1b80ec880e9f30,15
e88564ebec20ba67a8b236a7d1b97d1d,23
be595f4c44812123da48df8a2822b521,31
